nbchar;zcode;item type;text;codable;emitter;status;modification date;indent level;lateralite
6;Z00.4B.40;T;Perkutan-transluminale Katheterintervention [PTKI] an künstlich angelegten Gefässen, n.n.bez.;complement;;0;;6;
6;Z00.4B.41;T;PTKI an künstlich angelegten Gefässen der oberen Extremität oder Schulter;complement;;0;;6;Lateral
6;Z00.4B.41;X;Dialyseshunts (00.4B.42);non;;0;;6;
6;Z00.4B.42;T;PTKI an venösen oder Kunststoff- Dialyse-Shunts;complement;;0;;6;
6;Z00.4B.43;T;PTKI an thorakalen künstlich angelegten Gefässen;complement;;0;;6;
6;Z00.4B.44;T;PTKI an abdominalen künstlich angelegten Gefässen;complement;;0;;6;
6;Z00.4B.45;T;PTKI an künstlich angelegten Gefässen am Oberschenkel und popliteal;complement;;0;;6;Lateral
6;Z00.4B.46;T;PTKI an künstlich angelegten Gefässen am Unterschenkel;complement;;0;;6;Lateral
6;Z00.4B.49;T;PTKI an künstlich angelegten Gefässen an anderer Lokalisation;complement;;0;;6;
4;Z00.4C;T;Einsetzen medikamentenfreisetzender Ballons;non;;0;;4;
5;Z00.4C.1;T;Einsetzen medikamentenfreisetzender Ballons, Anzahl;non;;0;;5;
6;Z00.4C.11;T;Einsetzen von 1 medikamentenfreisetzendem Ballon;complement;;0;;6;
6;Z00.4C.12;T;Einsetzen von 2 medikamentenfreisetzenden Ballons;complement;;0;;6;
6;Z00.4C.13;T;Einsetzen von 3 medikamentenfreisetzenden Ballons;complement;;0;;6;
6;Z00.4C.14;T;Einsetzen von 4 und mehr medikamentenfreisetzenden Ballons;complement;;0;;6;
4;Z00.4D;T;Assistierende Stent- und Ballonsysteme;complement;;0;;4;
4;Z00.4D;B;Ballonremodelling;non;;0;;4;
4;Z00.4F;T;Einsatz von kathetergeführten Thrombus- und Fremdkörperentfernungs-Systemen;non;;0;;4;
5;Z00.4F.2;T;Einsatz von kathetergeführten Thrombus- und Fremdkörperentfernungs-Systemen, nach Anzahl Systeme;non;;0;;5;
5;Z00.4F.2;S;Perkutane Thrombektomie an extrakraniellen Gefässen an Kopf und Hals (39.76.62);non;OFS;1;16.07.2025;5;
5;Z00.4F.2;S;Perkutane Thrombektomie an intrakraniellen Gefässen (39.77.62);non;;0;;5;
5;Z00.4F.2;S;Perkutan-transluminale Gefässintervention an den Koronarien mittels Thrombektomie (00.66.36);non;;0;;5;
5;Z00.4F.2;S;Perkutan-transluminale Thrombektomie, sonstige Gefässe (39.75.17);non;;0;;5;
5;Z00.4F.2;N;Folgende Zusatzkodes sind pro System-Kit zu erfassen und nicht pro verwendetem Katheter.;non;;0;;5;
6;Z00.4F.21;T;Einsatz von kathetergeführten Thrombus- und Fremdkörperentfernungs-Systemen, 1 System;complement;;0;;6;
6;Z00.4F.22;T;Einsatz von kathetergeführten Thrombus- und Fremdkörperentfernungs-Systemen, 2 Systeme;complement;;0;;6;
6;Z00.4F.23;T;Einsatz von kathetergeführten Thrombus- und Fremdkörperentfernungs-Systemen, 3 Systeme;complement;;0;;6;
6;Z00.4F.24;T;Einsatz von kathetergeführten Thrombus- und Fremdkörperentfernungs-Systemen, 4 Systeme;complement;;0;;6;
6;Z00.4F.25;T;Einsatz von kathetergeführten Thrombus- und Fremdkörperentfernungs-Systemen, 5 und mehr Systeme;complement;;0;;6;
4;Z00.4G;T;Einsetzen von Gefässverschlusskörpern;non;;0;;4;
4;Z00.4G;X;Anzahl verwendeter endovaskulärer Coils (00.4A.-);non;;0;;4;
5;Z00.4G.2;T;Eingesetzte vaskuläre Schirme in thorakale, abdominale und periphere Gefässe, nach Anzahl;non;;0;;5;
5;Z00.4G.2;X;Eingesetzte vaskuläre Schirme in spinale Gefässe, nach Anzahl (00.4G.3-);non;;0;;5;
6;Z00.4G.21;T;Eingesetzte vaskuläre Schirme in thorakale, abdominale und periphere Gefässe, 1 Schirm;complement;;0;;6;
6;Z00.4G.22;T;Eingesetzte vaskuläre Schirme in thorakale, abdominale und periphere Gefässe, 2 Schirme;complement;;0;;6;
6;Z00.4G.23;T;Eingesetzte vaskuläre Schirme in thorakale, abdominale und periphere Gefässe, 3 Schirme;complement;;0;;6;
6;Z00.4G.24;T;Eingesetzte vaskuläre Schirme in thorakale, abdominale und periphere Gefässe, 4 Schirme;complement;;0;;6;
6;Z00.4G.25;T;Eingesetzte vaskuläre Schirme in thorakale, abdominale und periphere Gefässe, 5 Schirme;complement;;0;;6;
6;Z00.4G.26;T;Eingesetzte vaskuläre Schirme in thorakale, abdominale und periphere Gefässe, 6 Schirme;complement;;0;;6;
6;Z00.4G.27;T;Eingesetzte vaskuläre Schirme in thorakale, abdominale und periphere Gefässe, 7 Schirme;complement;;0;;6;
6;Z00.4G.28;T;Eingesetzte vaskuläre Schirme in thorakale, abdominale und periphere Gefässe, 8 Schirme;complement;;0;;6;
6;Z00.4G.2A;T;Eingesetzte vaskuläre Schirme in thorakale, abdominale und periphere Gefässe, 9 Schirme;complement;;0;;6;
6;Z00.4G.2B;T;Eingesetzte vaskuläre Schirme in thorakale, abdominale und periphere Gefässe, 10 und mehr Schirme;complement;;0;;6;
5;Z00.4G.3;T;Eingesetzte vaskuläre Schirme in spinale Gefässe, nach Anzahl;non;;0;;5;
6;Z00.4G.31;T;Eingesetzte vaskuläre Schirme in spinale Gefässe, 1 Schirm;complement;;0;;6;
6;Z00.4G.32;T;Eingesetzte vaskuläre Schirme in spinale Gefässe, 2 Schirme;complement;;0;;6;
6;Z00.4G.33;T;Eingesetzte vaskuläre Schirme in spinale Gefässe, 3 Schirme;complement;;0;;6;
6;Z00.4G.34;T;Eingesetzte vaskuläre Schirme in spinale Gefässe, 4 Schirme;complement;;0;;6;
6;Z00.4G.35;T;Eingesetzte vaskuläre Schirme in spinale Gefässe, 5 und mehr Schirme;complement;;0;;6;
5;Z00.4G.4;T;Eingesetzte vaskuläre Schirme in Koronarien, nach Anzahl;non;;0;;5;
6;Z00.4G.41;T;Eingesetzte vaskuläre Schirme in Koronarien, 1 Schirm;complement;;0;;6;
6;Z00.4G.42;T;Eingesetzte vaskuläre Schirme in Koronarien, 2 Schirme;complement;;0;;6;
6;Z00.4G.43;T;Eingesetzte vaskuläre Schirme in Koronarien, 3 Schirme;complement;;0;;6;
6;Z00.4G.44;T;Eingesetzte vaskuläre Schirme in Koronarien, 4 Schirme;complement;;0;;6;
6;Z00.4G.45;T;Eingesetzte vaskuläre Schirme in Koronarien, 5 und mehr Schirme;complement;;0;;6;
5;Z00.4G.5;T;Eingesetzte vaskuläre Schirme in intrakranielle Gefässe, nach Anzahl;non;;0;;5;
6;Z00.4G.51;T;Eingesetzte vaskuläre Schirme in intrakranielle Gefässe, 1 Schirm;complement;;0;;6;
6;Z00.4G.52;T;Eingesetzte vaskuläre Schirme in intrakranielle Gefässe, 2 Schirme;complement;;0;;6;
6;Z00.4G.53;T;Eingesetzte vaskuläre Schirme in intrakranielle Gefässe, 3 Schirme;complement;;0;;6;
6;Z00.4G.54;T;Eingesetzte vaskuläre Schirme in intrakranielle Gefässe, 4 Schirme;complement;;0;;6;
6;Z00.4G.55;T;Eingesetzte vaskuläre Schirme in intrakranielle Gefässe, 5 und mehr Schirme;complement;;0;;6;
5;Z00.4G.6;T;Eingesetzte vaskuläre Schirme in extrakranielle Gefässe an Kopf und Hals, nach Anzahl;non;;0;;5;
6;Z00.4G.61;T;Eingesetzte vaskuläre Schirme in extrakranielle Gefässe an Kopf und Hals, 1 Schirm;complement;;0;;6;
6;Z00.4G.62;T;Eingesetzte vaskuläre Schirme in extrakranielle Gefässe an Kopf und Hals, 2 Schirme;complement;;0;;6;
6;Z00.4G.63;T;Eingesetzte vaskuläre Schirme in extrakranielle Gefässe an Kopf und Hals, 3 Schirme;complement;;0;;6;
6;Z00.4G.64;T;Eingesetzte vaskuläre Schirme in extrakranielle Gefässe an Kopf und Hals, 4 Schirme;complement;;0;;6;
6;Z00.4G.65;T;Eingesetzte vaskuläre Schirme in extrakranielle Gefässe an Kopf und Hals, 5 und mehr Schirme;complement;;0;;6;
5;Z00.4G.7;T;Eingesetzte vaskuläre Verschlussdevices in den Ductus arteriosus Botalli, nach Anzahl;non;;0;;5;
5;Z00.4G.7;B;Eingesetzte vaskuläre Coils in den Ductus arteriosus Botalli;non;;0;;5;
5;Z00.4G.7;B;Eingesetzte vaskuläre Plugs in den Ductus arteriosus Botalli;non;;0;;5;
5;Z00.4G.7;B;Eingesetzte vaskuläre Schirme in den Ductus arteriosus Botalli;non;;0;;5;
6;Z00.4G.71;T;Eingesetzte vaskuläre Verschlussdevices in den Ductus arteriosus Botalli, 1 Device;complement;;0;;6;
6;Z00.4G.72;T;Eingesetzte vaskuläre Verschlussdevices in den Ductus arteriosus Botalli, 2 Devices;complement;;0;;6;
6;Z00.4G.73;T;Eingesetzte vaskuläre Verschlussdevices in den Ductus arteriosus Botalli, 3 Devices;complement;;0;;6;
6;Z00.4G.74;T;Eingesetzte vaskuläre Verschlussdevices in den Ductus arteriosus Botalli, 4 und mehr Devices;complement;;0;;6;
5;Z00.4G.8;T;Eingesetzte vaskuläre Plugs in thorakale, abdominale und periphere Gefässe, nach Anzahl;non;;0;;5;
5;Z00.4G.8;X;Eingesetzte vaskuläre Plugs in spinale Gefässe, nach Anzahl (00.4G.A-);non;;0;;5;
6;Z00.4G.81;T;Eingesetzte vaskuläre Plugs in thorakale, abdominale und periphere Gefässe, 1 Plug;complement;;0;;6;
6;Z00.4G.82;T;Eingesetzte vaskuläre Plugs in thorakale, abdominale und periphere Gefässe, 2 Plugs;complement;;0;;6;
6;Z00.4G.83;T;Eingesetzte vaskuläre Plugs in thorakale, abdominale und periphere Gefässe, 3 Plugs;complement;;0;;6;
6;Z00.4G.84;T;Eingesetzte vaskuläre Plugs in thorakale, abdominale und periphere Gefässe, 4 Plugs;complement;;0;;6;
6;Z00.4G.85;T;Eingesetzte vaskuläre Plugs in thorakale, abdominale und periphere Gefässe, 5 Plugs;complement;;0;;6;
6;Z00.4G.86;T;Eingesetzte vaskuläre Plugs in thorakale, abdominale und periphere Gefässe, 6 Plugs;complement;;0;;6;
6;Z00.4G.87;T;Eingesetzte vaskuläre Plugs in thorakale, abdominale und periphere Gefässe, 7 Plugs;complement;;0;;6;
6;Z00.4G.88;T;Eingesetzte vaskuläre Plugs in thorakale, abdominale und periphere Gefässe, 8 Plugs;complement;;0;;6;
6;Z00.4G.8A;T;Eingesetzte vaskuläre Plugs in thorakale, abdominale und periphere Gefässe, 9 Plugs;complement;;0;;6;
6;Z00.4G.8B;T;Eingesetzte vaskuläre Plugs in thorakale, abdominale und periphere Gefässe, 10 und mehr Plugs;complement;;0;;6;
5;Z00.4G.A;T;Eingesetzte vaskuläre Plugs in spinale Gefässe, nach Anzahl;non;;0;;5;
6;Z00.4G.A1;T;Eingesetzte vaskuläre Plugs in spinale Gefässe, 1 Plug;complement;;0;;6;
6;Z00.4G.A2;T;Eingesetzte vaskuläre Plugs in spinale Gefässe, 2 Plugs;complement;;0;;6;
6;Z00.4G.A3;T;Eingesetzte vaskuläre Plugs in spinale Gefässe, 3 Plugs;complement;;0;;6;
6;Z00.4G.A4;T;Eingesetzte vaskuläre Plugs in spinale Gefässe, 4 Plugs;complement;;0;;6;
6;Z00.4G.A5;T;Eingesetzte vaskuläre Plugs in spinale Gefässe, 5 und mehr Plugs;complement;;0;;6;
5;Z00.4G.B;T;Eingesetzte vaskuläre Plugs in Koronarien, nach Anzahl;non;;0;;5;
6;Z00.4G.B1;T;Eingesetzte vaskuläre Plugs in Koronarien, 1 Plug;complement;;0;;6;
6;Z00.4G.B2;T;Eingesetzte vaskuläre Plugs in Koronarien, 2 Plugs;complement;;0;;6;
6;Z00.4G.B3;T;Eingesetzte vaskuläre Plugs in Koronarien, 3 Plugs;complement;;0;;6;
6;Z00.4G.B4;T;Eingesetzte vaskuläre Plugs in Koronarien, 4 Plugs;complement;;0;;6;
6;Z00.4G.B5;T;Eingesetzte vaskuläre Plugs in Koronarien, 5 und mehr Plugs;complement;;0;;6;
5;Z00.4G.C;T;Eingesetzte vaskuläre Plugs in intrakranielle Gefässe, nach Anzahl;non;;0;;5;
6;Z00.4G.C1;T;Eingesetzte vaskuläre Plugs in intrakranielle Gefässe, 1 Plug;complement;;0;;6;
6;Z00.4G.C2;T;Eingesetzte vaskuläre Plugs in intrakranielle Gefässe, 2 Plugs;complement;;0;;6;
6;Z00.4G.C3;T;Eingesetzte vaskuläre Plugs in intrakranielle Gefässe, 3 Plugs;complement;;0;;6;
6;Z00.4G.C4;T;Eingesetzte vaskuläre Plugs in intrakranielle Gefässe, 4 Plugs;complement;;0;;6;
6;Z00.4G.C5;T;Eingesetzte vaskuläre Plugs in intrakranielle Gefässe, 5 und mehr Plugs;complement;;0;;6;
5;Z00.4G.D;T;Eingesetzte vaskuläre Plugs in extrakranielle Gefässe an Kopf und Hals, nach Anzahl;non;;0;;5;
6;Z00.4G.D1;T;Eingesetzte vaskuläre Plugs in extrakranielle Gefässe an Kopf und Hals, 1 Plug;complement;;0;;6;
6;Z00.4G.D2;T;Eingesetzte vaskuläre Plugs in extrakranielle Gefässe an Kopf und Hals, 2 Plugs;complement;;0;;6;
6;Z00.4G.D3;T;Eingesetzte vaskuläre Plugs in extrakranielle Gefässe an Kopf und Hals, 3 Plugs;complement;;0;;6;
6;Z00.4G.D4;T;Eingesetzte vaskuläre Plugs in extrakranielle Gefässe an Kopf und Hals, 4 Plugs;complement;;0;;6;
6;Z00.4G.D5;T;Eingesetzte vaskuläre Plugs in extrakranielle Gefässe an Kopf und Hals, 5 und mehr Plugs;complement;;0;;6;
4;Z00.4H;T;Verwendete Mikrokathetersysteme bei transluminalen Gefässinterventionen;non;;0;;4;
4;Z00.4H;N;Ein Mikrokatheter hat einen maximalen Durchmesser von 1 mm.;non;;0;;4;
5;Z00.4H.1;T;Verwendete Mikrokathetersysteme bei transluminalen Gefässinterventionen an thorakalen, abdominalen und peripheren Gefässen, nach Anzahl;non;;0;;5;
6;Z00.4H.12;T;Verwendete Mikrokathetersysteme bei transluminalen Gefässinterventionen an thorakalen, abdominalen und peripheren Gefässen, 2 Mikrokathetersysteme;complement;;0;;6;
6;Z00.4H.13;T;Verwendete Mikrokathetersysteme bei transluminalen Gefässinterventionen an thorakalen, abdominalen und peripheren Gefässen, 3 Mikrokathetersysteme;complement;;0;;6;
6;Z00.4H.14;T;Verwendete Mikrokathetersysteme bei transluminalen Gefässinterventionen an thorakalen, abdominalen und peripheren Gefässen, 4 Mikrokathetersysteme;complement;;0;;6;
6;Z00.4H.15;T;Verwendete Mikrokathetersysteme bei transluminalen Gefässinterventionen an thorakalen, abdominalen und peripheren Gefässen, 5 Mikrokathetersysteme;complement;;0;;6;
6;Z00.4H.16;T;Verwendete Mikrokathetersysteme bei transluminalen Gefässinterventionen an thorakalen, abdominalen und peripheren Gefässen, 6 und mehr Mikrokathetersysteme;complement;;0;;6;
5;Z00.4H.2;T;Verwendete Mikrokathetersysteme bei transluminalen Gefässinterventionen an spinalen Gefässen, nach Anzahl;non;;0;;5;
6;Z00.4H.22;T;Verwendete Mikrokathetersysteme bei transluminalen Gefässinterventionen an spinalen Gefässen, 2 Mikrokathetersysteme;complement;;0;;6;
6;Z00.4H.23;T;Verwendete Mikrokathetersysteme bei transluminalen Gefässinterventionen an spinalen Gefässen, 3 Mikrokathetersysteme;complement;;0;;6;
6;Z00.4H.24;T;Verwendete Mikrokathetersysteme bei transluminalen Gefässinterventionen an spinalen Gefässen, 4 Mikrokathetersysteme;complement;;0;;6;
6;Z00.4H.25;T;Verwendete Mikrokathetersysteme bei transluminalen Gefässinterventionen an spinalen Gefässen, 5 Mikrokathetersysteme;complement;;0;;6;
6;Z00.4H.26;T;Verwendete Mikrokathetersysteme bei transluminalen Gefässinterventionen an spinalen Gefässen, 6 und mehr Mikrokathetersysteme;complement;;0;;6;
5;Z00.4H.3;T;Verwendete Mikrokathetersysteme bei transluminalen Gefässinterventionen an Koronarien, nach Anzahl;non;;0;;5;
6;Z00.4H.32;T;Verwendete Mikrokathetersysteme bei transluminalen Gefässinterventionen an Koronarien, 2 Mikrokathetersysteme;complement;;0;;6;
6;Z00.4H.33;T;Verwendete Mikrokathetersysteme bei transluminalen Gefässinterventionen an Koronarien, 3 Mikrokathetersysteme;complement;;0;;6;
6;Z00.4H.34;T;Verwendete Mikrokathetersysteme bei transluminalen Gefässinterventionen an Koronarien, 4 Mikrokathetersysteme;complement;;0;;6;
6;Z00.4H.35;T;Verwendete Mikrokathetersysteme bei transluminalen Gefässinterventionen an Koronarien, 5 Mikrokathetersysteme;complement;;0;;6;
6;Z00.4H.36;T;Verwendete Mikrokathetersysteme bei transluminalen Gefässinterventionen an Koronarien, 6 und mehr Mikrokathetersysteme;complement;;0;;6;
5;Z00.4H.4;T;Verwendete Mikrokathetersysteme bei transluminalen Gefässinterventionen an intrakraniellen Gefässen, nach Anzahl;non;;0;;5;
6;Z00.4H.42;T;Verwendete Mikrokathetersysteme bei transluminalen Gefässinterventionen an intrakraniellen Gefässen, 2 Mikrokathetersysteme;complement;;0;;6;
6;Z00.4H.43;T;Verwendete Mikrokathetersysteme bei transluminalen Gefässinterventionen an intrakraniellen Gefässen, 3 Mikrokathetersysteme;complement;;0;;6;
6;Z00.4H.44;T;Verwendete Mikrokathetersysteme bei transluminalen Gefässinterventionen an intrakraniellen Gefässen, 4 Mikrokathetersysteme;complement;;0;;6;
6;Z00.4H.45;T;Verwendete Mikrokathetersysteme bei transluminalen Gefässinterventionen an intrakraniellen Gefässen, 5 Mikrokathetersysteme;complement;;0;;6;
6;Z00.4H.46;T;Verwendete Mikrokathetersysteme bei transluminalen Gefässinterventionen an intrakraniellen Gefässen, 6 und mehr Mikrokathetersysteme;complement;;0;;6;
5;Z00.4H.5;T;Verwendete Mikrokathetersysteme bei transluminalen Gefässinterventionen an extrakraniellen Gefässen an Kopf und Hals, nach Anzahl;non;;0;;5;
6;Z00.4H.52;T;Verwendete Mikrokathetersysteme bei transluminalen Gefässinterventionen an extrakraniellen Gefässen an Kopf und Hals, 2 Mikrokathetersysteme;complement;;0;;6;
6;Z00.4H.53;T;Verwendete Mikrokathetersysteme bei transluminalen Gefässinterventionen an extrakraniellen Gefässen an Kopf und Hals, 3 Mikrokathetersysteme;complement;;0;;6;
6;Z00.4H.54;T;Verwendete Mikrokathetersysteme bei transluminalen Gefässinterventionen an extrakraniellen Gefässen an Kopf und Hals, 4 Mikrokathetersysteme;complement;;0;;6;
6;Z00.4H.55;T;Verwendete Mikrokathetersysteme bei transluminalen Gefässinterventionen an extrakraniellen Gefässen an Kopf und Hals, 5 Mikrokathetersysteme;complement;;0;;6;
6;Z00.4H.56;T;Verwendete Mikrokathetersysteme bei transluminalen Gefässinterventionen an extrakraniellen Gefässen an Kopf und Hals, 6 und mehr Mikrokathetersysteme;complement;;0;;6;
4;Z00.4I;T;Eingesetzte embolisierende (ablösbare) Ballons, nach Anzahl;non;;0;;4;
4;Z00.4I;X;Kode weglassen - Assistierende Stent- und Ballonsysteme (00.4D.-);non;;0;;4;
4;Z00.4I;X;Kode weglassen - Einsetzen medikamentenfreisetzender Ballons (00.4C.-);non;;0;;4;
4;Z00.4I;X;Kode weglassen - Koronarangioplastik [PTCA], nach Art der verwendeten Ballons (00.66.2-);non;;0;;4;
4;Z00.4I;X;Kode weglassen - Perkutane Angioplastik oder Atherektomie mittels Lithotripsie an extrakraniellen Gefässen an Kopf und Hals (39.76.11);non;OFS;1;16.07.2025;4;
4;Z00.4I;X;Kode weglassen - Perkutane Ballonangioplastie an extrakraniellen Gefässen an Kopf und Hals (39.76.10);non;OFS;1;16.07.2025;4;
4;Z00.4I;X;Kode weglassen - Perkutane Ballonangioplastie an intrakraniellen Gefässen (39.77.10);non;OFS;1;16.07.2025;4;
4;Z00.4I;X;Kode weglassen - Perkutan-transluminale Ballonangioplastie, sonstige Gefässe (39.75.18);non;;0;;4;
5;Z00.4I.0;T;Detail der Subkategorie 00.4I;non;;0;;5;
6;Z00.4I.11;T;Eingesetzte embolisierende (ablösbare) Ballons, 1 Ballon;complement;;0;;6;
6;Z00.4I.12;T;Eingesetzte embolisierende (ablösbare) Ballons, 2 Ballons;complement;;0;;6;
6;Z00.4I.13;T;Eingesetzte embolisierende (ablösbare) Ballons, 3 Ballons;complement;;0;;6;
6;Z00.4I.14;T;Eingesetzte embolisierende (ablösbare) Ballons, 4 Ballons;complement;;0;;6;
6;Z00.4I.15;T;Eingesetzte embolisierende (ablösbare) Ballons, 5 und mehr Ballons;complement;;0;;6;
3;Z00.6;T;Massnahmen an Blutgefässen;non;;0;;3;
4;Z00.66;T;Perkutan-transluminale Koronarangioplastik [PTCA] oder koronare Atherektomie;non;;0;;4;
4;Z00.66;S;Falls durchgeführt - Perkutan-transluminale Gefässintervention an den Koronarien, selektive Thrombolyse (00.66.38);non;;0;;4;
4;Z00.66;S;Implantation von Stents in Koronararterien, perkutan-transluminal (36.08.-);non;;0;;4;
4;Z00.66;S;Injektion oder Infusion von thrombolytischer Substanz, nach Anzahl Behandlungstage (99.10.-);non;;0;;4;
4;Z00.66;S;Jede Anzahl von behandelten Gefässen (00.40-00.43);non;;0;;4;
4;Z00.66;S;Massnahme an Gefässbifurkation (00.44);non;;0;;4;
4;Z00.66;S;Verwendete Mikrokathetersysteme bei transluminalen Gefässinterventionen an Koronarien, nach Anzahl (00.4H.3-);non;;0;;4;
4;Z00.66;S;Verwendung eines Embolie-Protektionssystems (39.E1);non;;0;;4;
4;Z00.66;N;"Für die Kodierung der Anzahl der behandelten Gefässe mit 00.40 bis 00.43 gilt folgende Definition.
Je als ein Gefäss zu zählen sind: 
- Hauptstamm linke Koronararterie [LCA]
- Ramus interventricularis anterior [RIVA]
- Diagonaläste
- Ramus circumflexus [RCX]
- Ramus marginalis [RM]
- Ramus posterolateralis sinister [RPLS]
- Rechte Koronararterie [RCA]
- Ramus interventricularis posterior [RIVPO]
- Ramus posterolateralis dexter [RPLD]
- Bypass-Graft
- IMA-Graft [Internal Mammary Artery-Graft].";non;;0;;4;
5;Z00.66.0;T;Detail der Subkategorie 00.66;non;;0;;5;
6;Z00.66.00;T;Perkutan-transluminale Koronarangioplastik [PTCA] oder koronare Atherektomie, n.n.bez.;oui;;0;;6;
6;Z00.66.09;T;Perkutan-transluminale Koronarangioplastik [PTCA] oder koronare Atherektomie, sonstige;oui;;0;;6;
6;Z00.66.10;T;Perkutan-transluminaler Verschluss einer Fistel der Herzkranzgefässe;oui;;0;;6;
5;Z00.66.2;T;Koronarangioplastik [PTCA], nach Art der verwendeten Ballons;non;;0;;5;
5;Z00.66.2;X;Kode weglassen - Perkutan-transluminale Gefässintervention an den Koronarien mittels Lithotripsie (00.66.37);non;;0;;5;
6;Z00.66.20;T;Koronarangioplastik [PTCA], mit Ballons, n.n.bez.;oui;;0;;6;
6;Z00.66.21;T;Koronarangioplastik [PTCA] mit medikamentenfreisetzenden Ballons;oui;;0;;6;
6;Z00.66.21;S;Anzahl der eingesetzten medikamentenfreisetzender Ballons (00.4C.1-);non;;0;;6;
6;Z00.66.22;T;Koronarangioplastik [PTCA] mit Antikörper-beschichteten Ballons;oui;;0;;6;
6;Z00.66.29;T;Koronarangioplastik [PTCA], mit Ballons, sonstige;oui;;0;;6;
5;Z00.66.3;T;Koronarangioplastik [PTCA], nach Verfahren;non;;0;;5;
6;Z00.66.30;T;Koronarangioplastik [PTCA] durch Rotablation;oui;;0;;6;
6;Z00.66.31;T;Perkutan-transluminale Gefässintervention an den Koronarien mittels Laser-Angioplastie;oui;;0;;6;
6;Z00.66.32;T;Perkutan-transluminale Gefässintervention an den Koronarien mittels Atherektomie;oui;;0;;6;
6;Z00.66.33;T;Perkutan-transluminale Gefässintervention an den Koronarien mittels Fremdkörperentfernung;oui;;0;;6;
6;Z00.66.36;T;Perkutan-transluminale Gefässintervention an den Koronarien mittels Thrombektomie;oui;;0;;6;
6;Z00.66.37;T;Perkutan-transluminale Gefässintervention an den Koronarien mittels Lithotripsie;oui;;0;;6;
6;Z00.66.37;I;Ballon-Angioplastik;non;;0;;6;
6;Z00.66.37;N;Lithotripsie ist eine Kombination aus Stosswellentherapie und Angioplastie mittels Ballondilatation.;non;;0;;6;
